typeName;typeName;quantity;damagePerJob
Domination Medium Artillery Battery;Megacyte;5;1
Domination Medium AutoCannon Battery;Isogen;1;1
Domination Medium AutoCannon Battery;Isogen;1000;1
Domination Medium AutoCannon Battery;Medium AutoCannon Battery;1;1
Domination Medium AutoCannon Battery;Megacyte;5;1
Domination Small Artillery Battery;Isogen;1;1
Domination Small Artillery Battery;Isogen;1000;1
Domination Small Artillery Battery;Megacyte;5;1
Domination Small Artillery Battery;Small Artillery Battery;1;1
Domination Small AutoCannon Battery;Isogen;1;1
Domination Small AutoCannon Battery;Isogen;1000;1
Domination Small AutoCannon Battery;Megacyte;5;1
Domination Small AutoCannon Battery;Small AutoCannon Battery;1;1
Domination Stasis Webification Battery;Isogen;1;1
Domination Stasis Webification Battery;Isogen;100;1
Domination Stasis Webification Battery;Stasis Webification Battery;1;1
Domination Target Painter;Isogen;4;1
Domination Target Painter;Megacyte;2;1
Domination Target Painter;Mexallon;423;1
Domination Target Painter;Pyerite;165;1
Domination Target Painter;Tritanium;756;1
Dominix;Isogen;67399;1
Dominix;Megacyte;1407;1
Dominix;Mexallon;270905;1
Dominix;Nocxium;16790;1
Dominix;Pyerite;1075894;1
Dominix;Tritanium;4300840;1
Dominix;Zydrine;3844;1
Dominix Navy Issue;Isogen;67399;1
Dominix Navy Issue;Megacyte;1407;1
Dominix Navy Issue;Mexallon;270905;1
Dominix Navy Issue;Nocxium;16790;1
Dominix Navy Issue;Pyerite;1075894;1
Dominix Navy Issue;Tritanium;4300840;1
Dominix Navy Issue;Zydrine;3844;1
Dragon F.O.F. Cruise Missile I;Mexallon;15;1
Dragon F.O.F. Cruise Missile I;Nocxium;2;1
Dragon F.O.F. Cruise Missile I;Pyerite;130;1
Dragon F.O.F. Cruise Missile I;Tritanium;1680;1
Dragon F.O.F. Cruise Missile I;Zydrine;2;1
Dragonfly;Isogen;25024;1
Dragonfly;Megacyte;1034;1
Dragonfly;Mexallon;72450;1
Dragonfly;Nocxium;4270;1
Dragonfly;Pyerite;249024;1
Dragonfly;Tritanium;650822;1
Dragonfly;Zydrine;422;1
Drake;Isogen;17467;1
Drake;Megacyte;839;1
Drake;Mexallon;168645;1
Drake;Nocxium;12364;1
Drake;Pyerite;612070;1
Drake;Tritanium;2444312;1
Drake;Zydrine;3603;1
Dramiel;Isogen;317;1
Dramiel;Megacyte;1;1
Dramiel;Mexallon;1841;1
Dramiel;Nocxium;118;1
Dramiel;Pyerite;5529;1
Dramiel;Tritanium;20524;1
Dramiel;Zydrine;13;1
Dread Guristas Citadel Torpedo Battery;Citadel Torpedo Battery;1;1
Dread Guristas Citadel Torpedo Battery;Isogen;1;1
Dread Guristas Citadel Torpedo Battery;Isogen;1000;1
Dread Guristas Control Tower;Caldari Control Tower;1;1
Dread Guristas Control Tower;Isogen;52500;1
Dread Guristas Control Tower;Megacyte;7875;1
Dread Guristas Control Tower;Mexallon;157500;1
Dread Guristas Control Tower;Nocxium;26250;1
Dread Guristas Control Tower;Pyerite;525000;1
Dread Guristas Control Tower;Tritanium;3150000;1
Dread Guristas Control Tower;Zydrine;21000;1
Dread Guristas Control Tower Medium;Caldari Control Tower Medium;1;1
Dread Guristas Control Tower Medium;Isogen;26250;1
Dread Guristas Control Tower Medium;Megacyte;3937;1
Dread Guristas Control Tower Medium;Mexallon;78750;1
Dread Guristas Control Tower Medium;Nocxium;13125;1
Dread Guristas Control Tower Medium;Pyerite;262500;1
Dread Guristas Control Tower Medium;Tritanium;1575000;1
Dread Guristas Control Tower Medium;Zydrine;10500;1
Dread Guristas Control Tower Small;Caldari Control Tower Small;1;1
Dread Guristas Control Tower Small;Isogen;13125;1
Dread Guristas Control Tower Small;Megacyte;1968;1
Dread Guristas Control Tower Small;Mexallon;39375;1
Dread Guristas Control Tower Small;Nocxium;6562;1
Dread Guristas Control Tower Small;Pyerite;131250;1
Dread Guristas Control Tower Small;Tritanium;787500;1
Dread Guristas Control Tower Small;Zydrine;5250;1
Dread Guristas Cruise Missile Battery;Cruise Missile Battery;1;1
Dread Guristas Cruise Missile Battery;Isogen;1;1
Dread Guristas Cruise Missile Battery;Isogen;1000;1
Dread Guristas ECM Multispectral Jammer;Isogen;56;1
Dread Guristas ECM Multispectral Jammer;Nocxium;44;1
Dread Guristas Heavy Assault Missile Launcher;Nocxium;6;1
Dread Guristas Heavy Assault Missile Launcher;Pyerite;2633;1
Dread Guristas Heavy Assault Missile Launcher;Tritanium;2932;1
Dread Guristas Heavy Assault Missile Launcher;Zydrine;2;1
Dread Guristas Ion Field Projection Battery;Ion Field Projection Battery;1;1
Dread Guristas Ion Field Projection Battery;Isogen;1;1
Dread Guristas Ion Field Projection Battery;Isogen;100;1
Dread Guristas Phase Inversion Battery;Isogen;1;1
Dread Guristas Phase Inversion Battery;Isogen;100;1
Dread Guristas Phase Inversion Battery;Phase Inversion Battery;1;1
Dread Guristas Spatial Destabilization Battery;Isogen;1;1
Dread Guristas Spatial Destabilization Battery;Isogen;100;1
Dread Guristas Spatial Destabilization Battery;Spatial Destabilization Battery;1;1
Dread Guristas Torpedo Battery;Isogen;1;1
Dread Guristas Torpedo Battery;Isogen;1000;1
Dread Guristas Torpedo Battery;Torpedo Battery;1;1
Dread Guristas White Noise Generation Battery;Isogen;1;1
Dread Guristas White Noise Generation Battery;Isogen;100;1
Dread Guristas White Noise Generation Battery;White Noise Generation Battery;1;1
Drifter;Isogen;4255;1
Drifter;Megacyte;53;1
Drifter;Mexallon;18748;1
Drifter;Morphite;25;1
Drifter;Nocxium;1017;1
Drifter;Pyerite;61843;1
Drifter;Tritanium;245798;1
Drifter;Zydrine;223;1
Drone Assembly Array;Broadcast Node;1;1
Drone Assembly Array;Megacyte;50;1
Drone Assembly Array;Nano-Factory;1;1
Drone Assembly Array;Nocxium;200;1
Drone Assembly Array;Tritanium;100000;1
Drone Assembly Array;Wetware Mainframe;1;1
Drone Assembly Array;Zydrine;100;1
Drone Control Unit I;Isogen;50565;1
Drone Control Unit I;Megacyte;996;1
Drone Control Unit I;Mexallon;297741;1
Drone Control Unit I;Nocxium;12540;1
Drone Control Unit I;Pyerite;745290;1
Drone Control Unit I;Tritanium;2887026;1
Drone Control Unit I;Zydrine;2460;1
Drone Damage Rig I;Broken Drone Transceiver;104;1
Drone Damage Rig I;Burned Logic Circuit;115;1
Drone Damage Rig I;Tripped Power Circuit;121;1
Drone Damage Rig II;Broken Drone Transceiver;104;1
Drone Damage Rig II;Burned Logic Circuit;115;1
Drone Damage Rig II;Tripped Power Circuit;121;1
Drone Link Augmentor I;Isogen;2;1
Drone Link Augmentor I;Megacyte;10;1
Drone Link Augmentor I;Mexallon;55;1
Drone Link Augmentor I;Nocxium;2;1
Drone Link Augmentor I;Pyerite;2000;1
Drone Link Augmentor I;Tritanium;5000;1
Drone Link Augmentor I;Zydrine;50;1
Drone Link Augmentor II;Drone Link Augmentor I;1;1
Drone Link Augmentor II;Isogen;3;1
Drone Link Augmentor II;Megacyte;11;1
Drone Link Augmentor II;Mexallon;61;1
Drone Link Augmentor II;Morphite;3;1
Drone Link Augmentor II;Nocxium;3;1
Drone Link Augmentor II;Particle Accelerator Unit;8;1
Drone Link Augmentor II;Pyerite;2200;1
Drone Link Augmentor II;R.A.M.- Electronics;1;0.5
Drone Link Augmentor II;Transmitter;8;1
Drone Link Augmentor II;Tritanium;5500;1
Drone Link Augmentor II;Zydrine;55;1
Drone Navigation Computer I;Isogen;2;1
Drone Navigation Computer I;Megacyte;1;1
Drone Navigation Computer I;Mexallon;55;1
Drone Navigation Computer I;Nocxium;2;1
Drone Navigation Computer I;Pyerite;13000;1
Drone Navigation Computer I;Tritanium;12000;1
Drone Navigation Computer II;Drone Navigation Computer I;1;1
Drone Navigation Computer II;Isogen;3;1
Drone Navigation Computer II;Megacyte;2;1
Drone Navigation Computer II;Mexallon;61;1
Drone Navigation Computer II;Morphite;3;1
Drone Navigation Computer II;Nocxium;3;1
Drone Navigation Computer II;Particle Accelerator Unit;8;1
Drone Navigation Computer II;Pyerite;14300;1
Drone Navigation Computer II;R.A.M.- Electronics;1;0.5
Drone Navigation Computer II;Transmitter;8;1
Drone Navigation Computer II;Tritanium;13200;1
Drug Lab;Capital Construction Parts;1;1
Drug Lab;Integrity Response Drones;3;1
Drug Lab;Nano-Factory;6;1
Drug Lab;Organic Mortar Applicators;4;1
Drug Lab;Recursive Computing Module;4;1
Drug Lab;Self-Harmonizing Power Core;4;1
Drug Lab;Sterile Conduits;7;1
Drug Lab;Wetware Mainframe;4;1
Dual 1000mm Railgun I;Isogen;44421;1
Dual 1000mm Railgun I;Megacyte;996;1
Dual 1000mm Railgun I;Mexallon;297741;1
Dual 1000mm Railgun I;Nocxium;12540;1
Dual 1000mm Railgun I;Pyerite;749991;1
Dual 1000mm Railgun I;Tritanium;2887026;1
Dual 1000mm Railgun I;Zydrine;2190;1
Dual 1000mm 'Scout' Accelerator Cannon;Dual 1000mm Railgun I;1;1
Dual 1000mm 'Scout' Accelerator Cannon;Integrity Response Drones;5;1
Dual 1000mm 'Scout' Accelerator Cannon;Isogen;44421;1
Dual 1000mm 'Scout' Accelerator Cannon;Megacyte;996;1
Dual 1000mm 'Scout' Accelerator Cannon;Mexallon;297741;1
Dual 1000mm 'Scout' Accelerator Cannon;Nocxium;12540;1
Dual 1000mm 'Scout' Accelerator Cannon;Pyerite;749991;1
Dual 1000mm 'Scout' Accelerator Cannon;Self-Harmonizing Power Core;10;1
Dual 1000mm 'Scout' Accelerator Cannon;Sterile Conduits;20;1
Dual 1000mm 'Scout' Accelerator Cannon;Tritanium;2887026;1
Dual 1000mm 'Scout' Accelerator Cannon;Zydrine;2190;1
Dual 150mm Railgun I;Mexallon;444;1
Dual 150mm Railgun I;Pyerite;538;1
Dual 150mm Railgun I;Tritanium;744;1
Dual 150mm Railgun II;Dual 150mm Railgun I;1;1
Dual 150mm Railgun II;Mexallon;520;1
Dual 150mm Railgun II;Morphite;7;1
Dual 150mm Railgun II;Pyerite;680;1
Dual 150mm Railgun II;R.A.M.- Weapon Tech;1;0.36
Dual 150mm Railgun II;Robotics;3;1
Dual 150mm Railgun II;Superconductor Rails;9;1
Dual 150mm Railgun II;Tritanium;920;1
Dual 180mm AutoCannon I;Mexallon;444;1
Dual 180mm AutoCannon I;Pyerite;538;1
Dual 180mm AutoCannon I;Tritanium;744;1
Dual 180mm AutoCannon II;Dual 180mm AutoCannon I;1;1
Dual 180mm AutoCannon II;Mexallon;530;1
Dual 180mm AutoCannon II;Morphite;6;1
Dual 180mm AutoCannon II;Pyerite;645;1
Dual 180mm AutoCannon II;R.A.M.- Weapon Tech;1;0.32
Dual 180mm AutoCannon II;Robotics;3;1
Dual 180mm AutoCannon II;Thermonuclear Trigger Unit;8;1
Dual 180mm AutoCannon II;Tritanium;890;1
Dual 250mm Railgun I;Megacyte;4;1
Dual 250mm Railgun I;Mexallon;3466;1
Dual 250mm Railgun I;Pyerite;3705;1
Dual 250mm Railgun I;Tritanium;12315;1
Dual 250mm Railgun I;Zydrine;1;1
Dual 250mm Railgun II;Dual 250mm Railgun I;1;1
Dual 250mm Railgun II;Mexallon;3860;1
Dual 250mm Railgun II;Morphite;12;1
Dual 250mm Railgun II;Pyerite;4150;1
Dual 250mm Railgun II;R.A.M.- Weapon Tech;1;0.56
Dual 250mm Railgun II;Robotics;9;1
Dual 250mm Railgun II;Superconductor Rails;14;1
Dual 250mm Railgun II;Tritanium;14500;1
Dual 250mm Railgun II;Zydrine;2;1
Dual 425mm AutoCannon I;Megacyte;4;1
Dual 425mm AutoCannon I;Mexallon;3466;1
Dual 425mm AutoCannon I;Pyerite;3705;1
Dual 425mm AutoCannon I;Tritanium;12316;1
Dual 425mm AutoCannon I;Zydrine;1;1
Dual 425mm AutoCannon II;Dual 425mm AutoCannon I;1;1
Dual 425mm AutoCannon II;Megacyte;6;1
Dual 425mm AutoCannon II;Mexallon;4005;1
Dual 425mm AutoCannon II;Morphite;11;1
Dual 425mm AutoCannon II;Pyerite;4153;1
Dual 425mm AutoCannon II;R.A.M.- Weapon Tech;1;0.52
Dual 425mm AutoCannon II;Robotics;9;1
Dual 425mm AutoCannon II;Thermonuclear Trigger Unit;13;1
Dual 425mm AutoCannon II;Tritanium;15060;1
Dual 425mm AutoCannon II;Zydrine;2;1
Dual 650mm Repeating Artillery I;Isogen;1436;1
Dual 650mm Repeating Artillery I;Mexallon;5454;1
Dual 650mm Repeating Artillery I;Nocxium;113;1
Dual 650mm Repeating Artillery I;Pyerite;10935;1
Dual 650mm Repeating Artillery I;Tritanium;40996;1
Dual 650mm Repeating Artillery I;Zydrine;7;1
Dual 650mm Repeating Artillery II;Dual 650mm Repeating Artillery I;1;1
Dual 650mm Repeating Artillery II;Isogen;1820;1
Dual 650mm Repeating Artillery II;Mexallon;6300;1
Dual 650mm Repeating Artillery II;Morphite;12;1
Dual 650mm Repeating Artillery II;Nocxium;140;1
Dual 650mm Repeating Artillery II;Pyerite;12005;1
Dual 650mm Repeating Artillery II;R.A.M.- Weapon Tech;1;0.56
Dual 650mm Repeating Artillery II;Robotics;9;1
Dual 650mm Repeating Artillery II;Thermonuclear Trigger Unit;14;1
Dual 650mm Repeating Artillery II;Tritanium;45605;1
Dual 650mm Repeating Artillery II;Zydrine;11;1
Dual Giga Beam Laser I;Isogen;47985;1
Dual Giga Beam Laser I;Megacyte;1026;1
Dual Giga Beam Laser I;Mexallon;292440;1
Dual Giga Beam Laser I;Nocxium;14451;1
Dual Giga Beam Laser I;Pyerite;750045;1
Dual Giga Beam Laser I;Tritanium;3193701;1
Dual Giga Beam Laser I;Zydrine;2301;1
Dual Giga Modal Laser I;Dual Giga Beam Laser I;1;1
Dual Giga Modal Laser I;Integrity Response Drones;5;1
Dual Giga Modal Laser I;Isogen;43470;1
Dual Giga Modal Laser I;Megacyte;945;1
Dual Giga Modal Laser I;Mexallon;266940;1
Dual Giga Modal Laser I;Nano-Factory;20;1
Dual Giga Modal Laser I;Nocxium;12426;1
Dual Giga Modal Laser I;Pyerite;727935;1
Dual Giga Modal Laser I;Self-Harmonizing Power Core;10;1
Dual Giga Modal Laser I;Tritanium;2207070;1
Dual Giga Modal Laser I;Zydrine;2226;1
Dual Giga Pulse Laser I;Isogen;43470;1
Dual Giga Pulse Laser I;Megacyte;945;1
Dual Giga Pulse Laser I;Mexallon;266940;1
Dual Giga Pulse Laser I;Nocxium;12426;1
Dual Giga Pulse Laser I;Pyerite;727935;1
Dual Giga Pulse Laser I;Tritanium;2207070;1
Dual Giga Pulse Laser I;Zydrine;2226;1
Dual Heavy Beam Laser I;Isogen;1436;1
Dual Heavy Beam Laser I;Mexallon;5454;1
Dual Heavy Beam Laser I;Nocxium;113;1
Dual Heavy Beam Laser I;Pyerite;10935;1
Dual Heavy Beam Laser I;Tritanium;40996;1
Dual Heavy Beam Laser I;Zydrine;7;1
Dual Heavy Beam Laser II;Dual Heavy Beam Laser I;1;1
Dual Heavy Beam Laser II;Isogen;1566;1
Dual Heavy Beam Laser II;Laser Focusing Crystals;14;1
Dual Heavy Beam Laser II;Megacyte;1;1
Dual Heavy Beam Laser II;Mexallon;6206;1
Dual Heavy Beam Laser II;Morphite;12;1
Dual Heavy Beam Laser II;Nocxium;150;1
Dual Heavy Beam Laser II;Pyerite;12005;1
Dual Heavy Beam Laser II;R.A.M.- Weapon Tech;1;0.56
Dual Heavy Beam Laser II;Robotics;9;1
Dual Heavy Beam Laser II;Tritanium;45060;1
Dual Heavy Beam Laser II;Zydrine;9;1
Dual Heavy Pulse Laser I;Megacyte;4;1
Dual Heavy Pulse Laser I;Mexallon;3466;1
Dual Heavy Pulse Laser I;Pyerite;3705;1
Dual Heavy Pulse Laser I;Tritanium;12316;1
Dual Heavy Pulse Laser I;Zydrine;1;1
Dual Heavy Pulse Laser II;Dual Heavy Pulse Laser I;1;1
Dual Heavy Pulse Laser II;Laser Focusing Crystals;13;1
Dual Heavy Pulse Laser II;Megacyte;6;1
Dual Heavy Pulse Laser II;Mexallon;4560;1
Dual Heavy Pulse Laser II;Morphite;11;1
Dual Heavy Pulse Laser II;Pyerite;4260;1
Dual Heavy Pulse Laser II;R.A.M.- Weapon Tech;1;0.52
Dual Heavy Pulse Laser II;Robotics;9;1
Dual Heavy Pulse Laser II;Tritanium;13506;1
Dual Heavy Pulse Laser II;Zydrine;2;1
Dual Light Beam Laser I;Isogen;12;1
Dual Light Beam Laser I;Mexallon;70;1
Dual Light Beam Laser I;Pyerite;5;1
Dual Light Beam Laser I;Tritanium;1568;1
Dual Light Beam Laser I;Zydrine;1;1
Dual Light Beam Laser II;Dual Light Beam Laser I;1;1
Dual Light Beam Laser II;Isogen;15;1
Dual Light Beam Laser II;Laser Focusing Crystals;5;1
Dual Light Beam Laser II;Mexallon;80;1
Dual Light Beam Laser II;Morphite;3;1
Dual Light Beam Laser II;Pyerite;6;1
Dual Light Beam Laser II;R.A.M.- Weapon Tech;1;0.2
Dual Light Beam Laser II;Robotics;1;1
Dual Light Beam Laser II;Tritanium;1885;1
Dual Light Beam Laser II;Zydrine;2;1
Dual Light Pulse Laser I;Mexallon;4;1
Dual Light Pulse Laser I;Nocxium;2;1
Dual Light Pulse Laser I;Pyerite;102;1
Dual Light Pulse Laser I;Tritanium;992;1
Dual Light Pulse Laser I;Zydrine;1;1
Dual Light Pulse Laser II;Dual Light Pulse Laser I;1;1
Dual Light Pulse Laser II;Laser Focusing Crystals;4;1
Dual Light Pulse Laser II;Mexallon;6;1
Dual Light Pulse Laser II;Morphite;2;1
Dual Light Pulse Laser II;Nocxium;3;1
Dual Light Pulse Laser II;Pyerite;156;1
Dual Light Pulse Laser II;R.A.M.- Weapon Tech;1;0.16
Dual Light Pulse Laser II;Robotics;1;1
Dual Light Pulse Laser II;Tritanium;1156;1
Dual Light Pulse Laser II;Zydrine;2;1
Dual Modal Giga Pulse Laser I;Dual Giga Pulse Laser I;1;1
Dual Modal Giga Pulse Laser I;Integrity Response Drones;5;1
Dual Modal Giga Pulse Laser I;Isogen;47985;1
Dual Modal Giga Pulse Laser I;Megacyte;1026;1
Dual Modal Giga Pulse Laser I;Mexallon;292440;1
Dual Modal Giga Pulse Laser I;Nano-Factory;20;1
Dual Modal Giga Pulse Laser I;Nocxium;14451;1
Dual Modal Giga Pulse Laser I;Pyerite;750045;1
Dual Modal Giga Pulse Laser I;Self-Harmonizing Power Core;10;1
Dual Modal Giga Pulse Laser I;Tritanium;3193701;1
Dual Modal Giga Pulse Laser I;Zydrine;2301;1
'Dyad' Co-Processor I;Interface Alignment Chart;2;1
'Dyad' Co-Processor I;Isogen;1;1
'Dyad' Co-Processor I;Mexallon;161;1
'Dyad' Co-Processor I;Nocxium;4;1
'Dyad' Co-Processor I;Pyerite;419;1
'Dyad' Co-Processor I;Talocan Mathematical Schematics;2;1
'Dyad' Co-Processor I;Talocan Perpetual Clock;1;1
'Dyad' Co-Processor I;Talocan Reflective Sheets;2;1
'Dyad' Co-Processor I;Tritanium;2158;1
Eagle;Construction Blocks;125;1
Eagle;Gravimetric Sensor Cluster;110;1
Eagle;Graviton Reactor Unit;30;1
Eagle;Magpulse Thruster;50;1
Eagle;Megacyte;35;1
Eagle;Mexallon;1591;1
Eagle;Moa;1;1
Eagle;Morphite;100;1
Eagle;Nocxium;1987;1
Eagle;Pyerite;9449;1
Eagle;Quantum Microprocessor;900;1
Eagle;R.A.M.- Starship Tech;12;0.95
Eagle;Scalar Capacitor Unit;400;1
Eagle;Sustained Shield Emitter;300;1
Eagle;Titanium Diborite Armor Plate;3750;1
Eagle;Tritanium;84888;1
Eagle;Zydrine;60;1
ECCM - Gravimetric I;Pyerite;3072;1
ECCM - Gravimetric I;Tritanium;212;1
ECCM - Gravimetric II;ECCM - Gravimetric I;1;1
ECCM - Gravimetric II;Gravimetric Sensor Cluster;4;1
ECCM - Gravimetric II;Isogen;24;1
ECCM - Gravimetric II;Miniature Electronics;6;1
ECCM - Gravimetric II;Morphite;3;1
ECCM - Gravimetric II;Pyerite;3085;1
ECCM - Gravimetric II;Quantum Microprocessor;3;1
ECCM - Gravimetric II;R.A.M.- Electronics;1;0.3
ECCM - Gravimetric II;Tritanium;300;1
ECCM - Ladar I;Pyerite;3072;1
ECCM - Ladar I;Tritanium;212;1
ECCM - Ladar II;ECCM - Ladar I;1;1
ECCM - Ladar II;Isogen;25;1
ECCM - Ladar II;Ladar Sensor Cluster;4;1
ECCM - Ladar II;Miniature Electronics;6;1
ECCM - Ladar II;Morphite;3;1
ECCM - Ladar II;Nanomechanical Microprocessor;3;1
ECCM - Ladar II;Pyerite;3056;1
ECCM - Ladar II;R.A.M.- Electronics;1;0.25
ECCM - Ladar II;Tritanium;321;1
ECCM - Magnetometric I;Pyerite;3072;1
ECCM - Magnetometric I;Tritanium;212;1
ECCM - Magnetometric II;ECCM - Magnetometric I;1;1
ECCM - Magnetometric II;Isogen;23;1
ECCM - Magnetometric II;Magnetometric Sensor Cluster;4;1
ECCM - Magnetometric II;Miniature Electronics;6;1
ECCM - Magnetometric II;Morphite;3;1
ECCM - Magnetometric II;Photon Microprocessor;3;1
ECCM - Magnetometric II;Pyerite;3090;1
ECCM - Magnetometric II;R.A.M.- Electronics;1;0.25
ECCM - Magnetometric II;Tritanium;242;1
ECCM - Omni I;Pyerite;3072;1
ECCM - Omni I;Tritanium;212;1
ECCM - Omni II;ECCM - Omni I;1;1
ECCM - Omni II;Gravimetric Sensor Cluster;1;1
ECCM - Omni II;Isogen;30;1
ECCM - Omni II;Ladar Sensor Cluster;1;1
ECCM - Omni II;Magnetometric Sensor Cluster;1;1
ECCM - Omni II;Miniature Electronics;9;1
ECCM - Omni II;Morphite;3;1
ECCM - Omni II;Photon Microprocessor;3;1
ECCM - Omni II;Pyerite;3152;1
ECCM - Omni II;R.A.M.- Electronics;1;0.25
ECCM - Omni II;Radar Sensor Cluster;1;1
ECCM - Omni II;Tritanium;280;1
ECCM - Radar I;Pyerite;3072;1
ECCM - Radar I;Tritanium;212;1
ECCM - Radar II;ECCM - Radar I;1;1
ECCM - Radar II;Isogen;20;1
ECCM - Radar II;Miniature Electronics;6;1
ECCM - Radar II;Morphite;3;1
ECCM - Radar II;Nanoelectrical Microprocessor;3;1
ECCM - Radar II;Pyerite;3120;1
ECCM - Radar II;R.A.M.- Electronics;1;0.25
ECCM - Radar II;Radar Sensor Cluster;4;1
ECCM - Radar II;Tritanium;290;1
ECCM Burst I;Isogen;8;1
ECCM Burst I;Megacyte;3;1
ECCM Burst I;Mexallon;268;1
ECCM Burst I;Nocxium;4;1
ECCM Burst I;Pyerite;47;1
ECCM Burst I;Tritanium;484;1
ECCM Burst I;Zydrine;2;1
ECCM Projector I;Mexallon;31;1
ECCM Projector I;Pyerite;3598;1
ECCM Projector I;Tritanium;5096;1
ECCM Projector II;ECCM Projector I;1;1
ECCM Projector II;Mexallon;40;1
ECCM Projector II;Miniature Electronics;10;1
ECCM Projector II;Morphite;5;1
ECCM Projector II;Nanomechanical Microprocessor;5;1
ECCM Projector II;Photon Microprocessor;5;1
ECCM Projector II;Pyerite;4006;1
ECCM Projector II;Quantum Microprocessor;5;1
ECCM Projector II;R.A.M.- Electronics;1;0.55
ECCM Projector II;Transmitter;30;1
ECCM Projector II;Tritanium;6056;1
ECM - Ion Field Projector I;Megacyte;1;1
ECM - Ion Field Projector I;Pyerite;827;1
ECM - Ion Field Projector I;Tritanium;2596;1
ECM - Ion Field Projector II;ECM - Ion Field Projector I;1;1
ECM - Ion Field Projector II;Magnetometric Sensor Cluster;6;1
ECM - Ion Field Projector II;Megacyte;2;1
ECM - Ion Field Projector II;Miniature Electronics;6;1
ECM - Ion Field Projector II;Morphite;5;1
ECM - Ion Field Projector II;Photon Microprocessor;3;1
ECM - Ion Field Projector II;Pyerite;1056;1
ECM - Ion Field Projector II;R.A.M.- Electronics;1;0.45
ECM - Ion Field Projector II;Transmitter;8;1
