typeName;typeName;quantity;typeName;(No column name)
Large Projectile Burst Aerator II;Datacore - Nuclear Physics;3;Nuclear Physics;NULL
Large Projectile Burst Aerator II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Projectile Collision Accelerator II;Cryptic Tuner Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Large Projectile Collision Accelerator II;Datacore - Nuclear Physics;3;Nuclear Physics;NULL
Large Projectile Collision Accelerator II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Projectile Locus Coordinator II;Cryptic Tuner Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Large Projectile Locus Coordinator II;Datacore - Nuclear Physics;3;Nuclear Physics;NULL
Large Projectile Locus Coordinator II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Projectile Metastasis Adjuster II;Cryptic Tuner Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Large Projectile Metastasis Adjuster II;Datacore - Nuclear Physics;3;Nuclear Physics;NULL
Large Projectile Metastasis Adjuster II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Proton Smartbomb II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Large Proton Smartbomb II;Datacore - High Energy Physics;3;High Energy Physics;NULL
Large Proton Smartbomb II;Datacore - Nuclear Physics;3;Nuclear Physics;NULL
Large Remote Armor Repair System II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Large Remote Armor Repair System II;Datacore - Nanite Engineering;3;Nanite Engineering;NULL
Large Remote Armor Repair System II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Remote Hull Repair System II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Large Remote Hull Repair System II;Datacore - Molecular Engineering;3;Molecular Engineering;NULL
Large Remote Hull Repair System II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Remote Repair Augmentor II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Large Remote Repair Augmentor II;Datacore - Hydromagnetic Physics;3;Hydromagnetic Physics;NULL
Large Remote Repair Augmentor II;Datacore - Nanite Engineering;3;Nanite Engineering;NULL
Large Rocket Fuel Cache Partition II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Rocket Fuel Cache Partition II;Datacore - Rocket Science;3;Rocket Science;NULL
Large Rocket Fuel Cache Partition II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Salvage Tackle II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Large Salvage Tackle II;Datacore - Hydromagnetic Physics;3;Hydromagnetic Physics;NULL
Large Salvage Tackle II;Datacore - Nanite Engineering;3;Nanite Engineering;NULL
Large Semiconductor Memory Cell II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Large Semiconductor Memory Cell II;Datacore - High Energy Physics;3;High Energy Physics;NULL
Large Semiconductor Memory Cell II;Datacore - Quantum Physics;3;Quantum Physics;NULL
Large Sentry Damage Augmentor II;Incognito Tuner Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Large Sentry Damage Augmentor II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Large Sentry Damage Augmentor II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Shield Booster II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Shield Booster II;Datacore - Hydromagnetic Physics;3;Hydromagnetic Physics;NULL
Large Shield Booster II;Datacore - Quantum Physics;3;Quantum Physics;NULL
Large Shield Extender II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Shield Extender II;Datacore - Hydromagnetic Physics;3;Hydromagnetic Physics;NULL
Large Shield Extender II;Datacore - Quantum Physics;3;Quantum Physics;NULL
Large Shield Transporter II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Shield Transporter II;Datacore - Hydromagnetic Physics;3;Hydromagnetic Physics;NULL
Large Shield Transporter II;Datacore - Quantum Physics;3;Quantum Physics;NULL
Large Signal Disruption Amplifier II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Large Signal Disruption Amplifier II;Datacore - Electromagnetic Physics;3;Electromagnetic Physics;NULL
Large Signal Disruption Amplifier II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Large Signal Focusing Kit II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Signal Focusing Kit II;Datacore - Electromagnetic Physics;3;Electromagnetic Physics;NULL
Large Signal Focusing Kit II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Large Stasis Drone Augmentor II;Incognito Tuner Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Large Stasis Drone Augmentor II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Large Stasis Drone Augmentor II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Targeting System Subcontroller II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Targeting System Subcontroller II;Datacore - Electromagnetic Physics;3;Electromagnetic Physics;NULL
Large Targeting System Subcontroller II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Large Targeting Systems Stabilizer II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Targeting Systems Stabilizer II;Datacore - Electromagnetic Physics;3;Electromagnetic Physics;NULL
Large Targeting Systems Stabilizer II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Large Tracking Diagnostic Subroutines II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Tracking Diagnostic Subroutines II;Datacore - Electromagnetic Physics;3;Electromagnetic Physics;NULL
Large Tracking Diagnostic Subroutines II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Large Trimark Armor Pump II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Large Trimark Armor Pump II;Datacore - Hydromagnetic Physics;3;Hydromagnetic Physics;NULL
Large Trimark Armor Pump II;Datacore - Nanite Engineering;3;Nanite Engineering;NULL
Large Warhead Calefaction Catalyst II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Warhead Calefaction Catalyst II;Datacore - Rocket Science;3;Rocket Science;NULL
Large Warhead Calefaction Catalyst II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Warhead Flare Catalyst II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Warhead Flare Catalyst II;Datacore - Rocket Science;3;Rocket Science;NULL
Large Warhead Flare Catalyst II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Warhead Rigor Catalyst II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Large Warhead Rigor Catalyst II;Datacore - Rocket Science;3;Rocket Science;NULL
Large Warhead Rigor Catalyst II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Large Warp Core Optimizer II;Cryptic Tuner Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Large Warp Core Optimizer II;Datacore - Molecular Engineering;3;Molecular Engineering;NULL
Large Warp Core Optimizer II;Datacore - Nanite Engineering;3;Nanite Engineering;NULL
Launcher Processor Rig II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Launcher Processor Rig II;Datacore - Rocket Science;2;Rocket Science;NULL
Launcher Processor Rig II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Light Armor Maintenance Bot II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Light Armor Maintenance Bot II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Light Armor Maintenance Bot II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Light Electron Blaster II;Datacore - Plasma Physics;1;Plasma Physics;NULL
Light Electron Blaster II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Light Electron Blaster II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Light Ion Blaster II;Datacore - Plasma Physics;1;Plasma Physics;NULL
Light Ion Blaster II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Light Ion Blaster II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Light Neutron Blaster II;Datacore - Plasma Physics;1;Plasma Physics;NULL
Light Neutron Blaster II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Light Neutron Blaster II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Light Shield Maintenance Bot II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Light Shield Maintenance Bot II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Light Shield Maintenance Bot II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Mackinaw;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Mackinaw;Datacore - Gallentean Starship Engineering;8;Gallentean Starship Engineering;NULL
Mackinaw;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Magnetic Field Stabilizer II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Magnetic Field Stabilizer II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Magnetic Field Stabilizer II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Magnetic Plating II;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Magnetic Plating II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Magnetic Plating II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Magnetic Scattering Amplifier II;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Magnetic Scattering Amplifier II;Datacore - Quantum Physics;1;Quantum Physics;NULL
Magnetic Scattering Amplifier II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Magnetometric Backup Array II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Magnetometric Backup Array II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Magnetometric Backup Array II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Malediction;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Malediction;Datacore - Amarrian Starship Engineering;2;Amarrian Starship Engineering;NULL
Malediction;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Manticore;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Manticore;Datacore - Caldari Starship Engineering;2;Caldari Starship Engineering;NULL
Manticore;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Mastodon;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Mastodon;Datacore - Minmatar Starship Engineering;8;Minmatar Starship Engineering;NULL
Mastodon;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Medium Algid Energy Administrations Unit II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Algid Energy Administrations Unit II;Datacore - High Energy Physics;2;High Energy Physics;NULL
Medium Algid Energy Administrations Unit II;Datacore - Laser Physics;2;Laser Physics;NULL
Medium Algid Hybrid Administrations Unit II;Incognito Tuner Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Medium Algid Hybrid Administrations Unit II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
Medium Algid Hybrid Administrations Unit II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Medium Ancillary Current Router II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Ancillary Current Router II;Datacore - High Energy Physics;2;High Energy Physics;NULL
Medium Ancillary Current Router II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Medium Anti-EM Pump II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Anti-EM Pump II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Medium Anti-EM Pump II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Medium Anti-EM Screen Reinforcer II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Medium Anti-EM Screen Reinforcer II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Medium Anti-EM Screen Reinforcer II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Medium Anti-Explosive Pump II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Anti-Explosive Pump II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Medium Anti-Explosive Pump II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Medium Anti-Explosive Screen Reinforcer II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Medium Anti-Explosive Screen Reinforcer II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Medium Anti-Explosive Screen Reinforcer II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Medium Anti-Kinetic Pump II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Anti-Kinetic Pump II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Medium Anti-Kinetic Pump II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Medium Anti-Kinetic Screen Reinforcer II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Medium Anti-Kinetic Screen Reinforcer II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Medium Anti-Kinetic Screen Reinforcer II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Medium Anti-Thermal Screen Reinforcer II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Medium Anti-Thermal Screen Reinforcer II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Medium Anti-Thermal Screen Reinforcer II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Medium Anti-Thermic Pump II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Anti-Thermic Pump II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Medium Anti-Thermic Pump II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Medium Armor Maintenance Bot II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Medium Armor Maintenance Bot II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Medium Armor Maintenance Bot II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Medium Armor Repairer II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Armor Repairer II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Medium Armor Repairer II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Medium Auxiliary Nano Pump II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Auxiliary Nano Pump II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Medium Auxiliary Nano Pump II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Medium Auxiliary Thrusters II;Cryptic Tuner Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Medium Auxiliary Thrusters II;Datacore - Molecular Engineering;2;Molecular Engineering;NULL
Medium Auxiliary Thrusters II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Medium Bay Loading Accelerator II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Medium Bay Loading Accelerator II;Datacore - Rocket Science;2;Rocket Science;NULL
Medium Bay Loading Accelerator II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Medium Beam Laser II;Datacore - High Energy Physics;1;High Energy Physics;NULL
Medium Beam Laser II;Datacore - Laser Physics;1;Laser Physics;NULL
Medium Beam Laser II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Capacitor Battery II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Medium Capacitor Battery II;Datacore - High Energy Physics;2;High Energy Physics;NULL
